generation,max_fitness,mean_fitness,min_fitness,std_fitness,mean_links,max_links
0,6.166753458164288,3.761943463056977,2.4903821487241955,1.127797248836759,3.2,4
1,6.166764423802594,3.536072478359482,2.499845483712829,1.1703857199345944,2.433333333333333,5
2,6.166764423802594,3.4696764654376886,2.4998263888888888,1.0739259542478328,2.2666666666666666,5
3,6.195493343028675,3.442392934359051,2.499826388888889,1.2145614293526934,2.466666666666667,13
4,6.7496936093822395,3.358592802451795,0.0,1.3891200231046281,2.3666666666666667,10
5,7.036441687200883,3.9720652546096313,2.499833158470259,1.5762571342561629,2.8666666666666667,7
6,7.036441687200883,3.407108780676607,0.0,1.4959242932457781,3.033333333333333,10
7,7.036441687200883,3.3611232848166575,2.499826388888889,1.3408584212328698,3.1333333333333333,7
8,7.036441687200883,4.397764668695249,2.499863509760902,1.4531497142008183,3.4,10
9,7.04992516994327,4.622047080497921,2.499826388888889,1.8291694033851966,3.6666666666666665,9
10,7.368094287640759,5.413148638239895,2.499833158470259,1.6006323744146973,3.6,9
11,7.368094287640759,4.503769871236006,2.499826388888889,1.8336030522810731,2.7,6
12,7.838576352471064,4.632167079624337,2.499963954730392,1.7279476521742791,3.2333333333333334,13
13,7.838576352471064,4.53649374095518,2.499826388888889,1.7736970405003671,3.533333333333333,10
14,7.838576352471064,4.770555435462284,2.499826388888889,1.6978404006256793,3.1,10
15,7.838576352471064,4.520839555313622,0.0,1.868942400761702,2.566666666666667,7
16,7.838576352471064,5.366878086610326,2.499826388888889,1.507168616957122,2.0,6
17,8.020310257079553,5.075409146119692,0.0,1.9517191370464297,2.1666666666666665,6
18,8.020310257079553,5.438833956558294,0.0,1.7605770399397207,2.7,10
19,8.020310257079553,5.100180920354822,0.0,1.8322657872118235,2.1666666666666665,4
20,8.020310257079553,5.491978654439699,2.499826388888889,1.5788793822073535,1.7666666666666666,4
21,8.371702144187928,5.762835665883217,2.499826388888889,1.5246314280105473,2.2666666666666666,10
22,8.371702144187928,5.539061564030548,2.745243904514063,1.5929349603724017,2.0,10
23,8.407965527547374,5.858097884553474,0.0,1.7741879115109993,2.7666666666666666,13
24,8.407965527547374,6.020273445482331,2.7597668610393566,1.5903178973452388,2.033333333333333,4
25,8.658239797776941,6.110546731420377,2.575382225957457,1.4321171908729626,1.4666666666666666,4
26,8.658239797776941,6.237079915449564,2.7597668610393566,0.9954078608739707,1.3,4
27,8.658239797776941,6.058013663385666,2.7597668610393566,1.1285217463682893,1.6666666666666667,5
28,8.658239797776941,6.054588538569291,2.531071137269993,1.1434954737707512,1.2333333333333334,4
29,8.701404090074863,6.3213157670050695,2.531005348629212,1.0334349681448842,1.4,4
30,8.701404090074863,6.254123890861117,3.825515293726594,0.8326799334787275,1.4333333333333333,4
31,8.701404090074863,6.108164466542612,2.5085546973406276,1.2084991842544908,1.8,4
32,8.701404090074863,5.905379112799131,2.499856487184841,1.3486705656348599,2.0,4
33,8.701404090074863,6.032647521310864,0.0,1.4091028911090604,1.8,6
34,8.701404090074863,5.906141465743169,0.0,1.6510856945261723,2.566666666666667,13
35,8.701404090074863,6.271060031397059,2.512102698807234,0.9625567073155311,2.1666666666666665,13
36,8.701404090074863,6.541276613364958,4.570706210805253,0.7411351658201855,2.3333333333333335,9
37,8.701404090074863,6.057042776821194,0.0,1.608110559594736,1.8666666666666667,5
38,8.701404090074863,6.56096594091891,4.587326812087725,0.6602862059662693,1.9333333333333333,5
39,8.701404090074863,6.461065805479868,0.0,1.3555527827987552,1.7,5
40,8.701404090074863,6.644613366528075,6.285265309461131,0.6455297430887014,1.6333333333333333,4
41,8.701404090074863,6.552434753585378,3.3981322568756287,0.8809059127868795,1.7666666666666666,4
42,8.701404090074863,6.427507152575774,3.3981322568756287,0.7841340270690503,1.6333333333333333,4
43,8.731743233675802,6.440731813229747,2.6516901295471786,0.9320799118854971,1.9333333333333333,4
44,8.731743233675802,6.465007810511119,2.499826388888889,1.310571512456853,1.9333333333333333,4
45,8.732721876448108,6.720653967341357,6.082883363459733,0.6870609059640377,2.433333333333333,13
46,8.732721876448108,6.347938471225742,0.0,1.590407462249609,2.8666666666666667,31
47,8.732721876448108,6.424848480063732,3.5163340668687058,0.9853024094756152,1.6666666666666667,4
48,8.732721876448108,6.427961569387472,3.5163340668687058,1.0239713139154436,2.2,13
49,8.782773669671588,6.313816976719823,3.6951960968948736,0.946665341124922,2.1,10
